Event,Date,Heat,Type,raceid,eventid,Finishers
"מרוץ הר איתן , לזכר אלי פיפמן ז""ל",16/09/2016,"24 ק""מ",,20909,6569,73
"מרוץ הר איתן , לזכר אלי פיפמן ז""ל",16/09/2016,"8 ק""מ",,20911,6569,119
מרוץ חרמש-דותן ה-3,15/09/2016,"10 ק""מ ריצה תחרותית",10K,20912,6570,32
מרוץ חרמש-דותן ה-3,15/09/2016,"5 ק""מ ריצה תחרותית",5K,20913,6570,19
מרוץ פתיחת ליגת רצים בעבודה 2016,09/09/2016,"5 ק""מ ריצה תחרותית",5K,20894,6565,460
מרוץ גלעד ה-12 ברעננה,03/09/2016,"5 ק""מ ריצה תחרותית",5K,20893,6564,315
GUSH NIGHT   מרוץ הלילה של גוש עציון,30/08/2016,"5 ק""מ",5K,20892,6563,73
GUSH NIGHT   מרוץ הלילה של גוש עציון,30/08/2016,"10 ק""מ",10K,20891,6563,37
חצי מרתון פארק הירקון ה-10,26/08/2016,"21.1 ק""מ ריצה תחרותית",חצי מרתון,20885,6561,305
חצי מרתון פארק הירקון ה-10,26/08/2016,"10 ק""מ ריצה תחרותית",10K,20886,6561,125
חצי מרתון פארק הירקון ה-10,26/08/2016,"5 ק""מ ריצה תחרותית",5K,20887,6561,25
מרוץ הקיץ - מישהו לרוץ איתו,29/07/2016,"10.1 ק""מ",,20865,6542,62
מרוץ טיפוס חרמון,29/07/2016,challenge,,20857,6539,74
מרוץ טיפוס חרמון,29/07/2016,Single Climb,,20858,6539,72
מרוץ טיפוס חרמון,29/07/2016,walk,,20859,6539,10
מרוץ הקיץ - מישהו לרוץ איתו,29/07/2016,"5.5 ק""מ",,20864,6542,29
מרוץ מדבר,21/07/2016,10 קילומטר,10K,20845,6535,491
מרוץ מדבר,21/07/2016,21 קילומטר,חצי מרתון,20846,6535,235
מרוץ מעלה אדומים ה-2,21/07/2016,"10 ק""מ ריצה תחרותית",10K,20841,6534,102
מרוץ מעלה אדומים ה-2,21/07/2016,"5 ק""מ ריצה תחרותית",5K,20842,6534,165
מרוץ מעלה אדומים ה-2,21/07/2016,"2.5 ק""מ ריצה",,20843,6534,116
מרוץ מדבר,21/07/2016,5 קילומטר,5K,20844,6535,169
מרוץ JUMP בשער בנימין 2016,05/07/2016,"5 ק""מ ריצה תחרותית",5K,20837,6532,37
מרוץ JUMP בשער בנימין 2016,05/07/2016,"2 ק""מ ריצה תחרותית",2K,20838,6532,76
ערד מצדה לזריחה,01/07/2016,18k,,20783,6522,786
ערד מצדה לזריחה,01/07/2016,11k,,20782,6522,355
מרוץ נחל,23/06/2016,5 קילומטר,5K,20759,6515,513
מרוץ נחל,23/06/2016,10 קילומטר,10K,20760,6515,731
מרוץ נחל,23/06/2016,21.1 קילומטר,חצי מרתון,20761,6515,433
"מרוץ שחר ה -II , באלוני הבשן",17/06/2016,"15 ק""מ",15K,19400,6320,52
"מרוץ שחר ה -II , באלוני הבשן",17/06/2016,"10 ק""מ",10K,19401,6320,94
"מרוץ שחר ה -II , באלוני הבשן",17/06/2016,"6 ק""מ גברים",,19402,6320,78
"מרוץ שחר ה -II , באלוני הבשן",17/06/2016,"6 ק""מ נשים",,19403,6320,28
מרוץ הילדים אלתרמנס 2016,15/06/2016,"3 ק""מ ריצה תחרותית",,19399,6319,35
מרוץ הילדים אלתרמנס 2016,15/06/2016,"1 ק""מ ריצה תחרותית",,19397,6319,80
מרוץ הילדים אלתרמנס 2016,15/06/2016,"2 ק""מ ריצה תחרותית",2K,19398,6319,82
מרוץ סיום עונת 2015-2016 ליגת רצים בעבודה,10/06/2016,"5 ק""מ ריצה תחרותית",5K,19329,6306,294
Matrix Night Run,09/06/2016,"10 ק""מ ריצה תחרותית",10K,19330,6307,290
Matrix Night Run,09/06/2016,"5 ק""מ ריצה תחרותית",5K,19331,6307,159
Matrix Night Run,09/06/2016,"4 ק""מ הליכה ספורטיבית",,19332,6307,80
טריאתהוד השרון 2016,04/06/2016,בנים 9,,19202,6293,41
טריאתהוד השרון 2016,04/06/2016,בנות 12-13,,19209,6293,56
טריאתהוד השרון 2016,04/06/2016,"ילדים 10, שנרשמו באיגוד",10K,19203,6293,59
טריאתהוד השרון 2016,04/06/2016,אורבן צעירים,,19210,6293,8
טריאתהוד השרון 2016,04/06/2016,"ילדים 10 ,שנרשמו בהוד השרון",10K,19204,6293,57
טריאתהוד השרון 2016,04/06/2016,שלשות 8-9,,19211,6293,13
טריאתהוד השרון 2016,04/06/2016,בנים 11,,19205,6293,59
מרוץ אבנר ארד ה-2,04/06/2016,"8 ק""מ",,19199,6292,151
טריאתהוד השרון 2016,04/06/2016,שלשות 10-11,10K,19212,6293,6
טריאתהוד השרון 2016,04/06/2016,בנות 11,,19206,6293,50
מרוץ אבנר ארד ה-2,04/06/2016,"2 ק""מ",2K,19200,6292,81
טריאתהוד השרון 2016,04/06/2016,שלשות 12-13,,19213,6293,3
טריאתהוד השרון 2016,04/06/2016,בנים 12,,19207,6293,59
טריאתהוד השרון 2016,04/06/2016,בנים 8 ובנות 8-9,,19201,6293,47
טריאתהוד השרון 2016,04/06/2016,אקוותלון זוגות,,19214,6293,6
טריאתהוד השרון 2016,04/06/2016,בנים 13,,19208,6293,46
מרוץ גבעת ברנר,03/06/2016,"10 ק""מ",10K,19196,6290,163
מרוץ גבעת ברנר,03/06/2016,"5 ק""מ",5K,19197,6290,93
מרוץ וצעדת MS ישראל,03/06/2016,"10 ק""מ ריצה תחרותית",10K,19198,6291,340
מרוץ הלילה ה-7 בקרית גת,02/06/2016,"10 ק""מ ריצה תחרותית",10K,19194,6289,274
מרוץ הלילה ה-7 בקרית גת,02/06/2016,"5 ק""מ ריצה תחרותית",5K,19195,6289,250
מרוץ שליחים 5X5,27/05/2016,ריצת שליחים,,19227,6297,43
מרוץ בית אריה,27/05/2016,5k מקוצר,,18015,6126,81
מרוץ התבור ה-64,27/05/2016,11 קילומטר,,18016,6127,284
מרוץ התבור ה-64,27/05/2016,5 קילומטר,,18017,6127,53
מרוץ אלקנה ה-1,27/05/2016,"10 ק""מ ריצה תחרותית",10K,17994,6122,57
מרוץ התבור ה-64,27/05/2016,2 קילומטר,,18018,6127,37
מרוץ אלקנה ה-1,27/05/2016,"5 ק""מ ריצה תחרותית",5K,17995,6122,133
מרוץ המדרגות של חיפה 2016,27/05/2016,"3 ק""מ טיפוס ועוד 20 קומות, עלית",,17996,6123,43
מרוץ בית אריה,27/05/2016,15k,,18013,6126,50
מרוץ המדרגות של חיפה 2016,27/05/2016,"3 ק""מ טיפוס",,17997,6123,280
מרוץ בית אריה,27/05/2016,10k,,18014,6126,53
מרוץ טלמונים ה-9,26/05/2016,"10 ק""מ ריצה תחרותית",10K,17991,6121,106
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים ב,,18004,6125,42
מרוץ חבל יבנה,26/05/2016,"5 ק""מ נשים",,20702,6124,1
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנות ג,,18005,6125,19
מרוץ חבל יבנה,26/05/2016,"10 ק""מ",10K,17998,6124,20
מרוץ טלמונים ה-9,26/05/2016,"5 ק""מ ריצה תחרותית",5K,17992,6121,203
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים ד,,18009,6125,22
מרוץ חבל יבנה,26/05/2016,"2 ק""מ כביש גברים",,20703,6124,1
מירוץ האביב טירת הכרמל 2016,26/05/2016,"5 ק""מ (מקוצר)",,18006,6125,91
מרוץ חבל יבנה,26/05/2016,"5 ק""מ",5K,17999,6124,50
מרוץ טלמונים ה-9,26/05/2016,"2 ק""מ ריצה תחרותית",2K,17993,6121,99
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנות ה,,18010,6125,6
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים ג,,18007,6125,21
מרוץ חבל יבנה,26/05/2016,"2 ק""מ",2K,18000,6124,71
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים ה,,18011,6125,7
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנות ד,,18008,6125,20
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנות א,,18001,6125,36
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים ו,,18012,6125,4
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנים א,,18002,6125,47
מירוץ האביב טירת הכרמל 2016,26/05/2016,בנות ב,,18003,6125,23
מרוץ חבל יבנה,26/05/2016,"5 ק""מ גברים",,20701,6124,1
Be'er Sheva Light Run 2016,24/05/2016,"5 ק""מ",5K,17989,6120,1111
Be'er Sheva Light Run 2016,24/05/2016,"2.5 ק""מ",5K,17990,6120,392
Be'er Sheva Light Run 2016,24/05/2016,"10 ק""מ",10K,17988,6120,1371
מרוץ ג למען מלאכיות הדממה,21/05/2016,3 קילומטר,,17917,6106,48
מרוץ ג למען מלאכיות הדממה,21/05/2016,2 קילומטר,,17918,6106,132
מרוץ ג למען מלאכיות הדממה,21/05/2016,10 קילומטר,,17915,6106,252
מרוץ ג למען מלאכיות הדממה,21/05/2016,5 קילומטר,,17916,6106,199
מרוץ גזר 2016,20/05/2016,"2 ק""מ בתי ספר גזר",2K,17913,6105,75
מרוץ גזר 2016,20/05/2016,"10 ק""מ",10K,17911,6105,118
מרוץ גזר 2016,20/05/2016,"5 ק""מ",5K,17912,6105,87
מרוץ גזר 2016,20/05/2016,"2 ק""מ ילדים",2K,17914,6105,30
מרוץ גבעת שמואל ה-7,20/05/2016,"10 ק""מ ריצה תחרותית",10K,17905,6103,386
מרוץ גבעת שמואל ה-7,20/05/2016,"5 ק""מ ריצה תחרותית",5K,17906,6103,471
מרוץ מיתר,19/05/2016,"10 ק""מ",10K,17907,6104,54
מרוץ מיתר,19/05/2016,400 מטר,,17910,6104,91
הר לעמק 2016,19/05/2016,Sun-שמש,,17919,6107,660
הר לעמק 2016,19/05/2016,Moon-ירח,,17920,6107,329
מרוץ שפיר ה-6,13/05/2016,"10 ק""מ ריצה תחרותית",10K,17865,6092,178
מרוץ שפיר ה-6,13/05/2016,"5 ק""מ ריצה תחרותית",5K,17866,6092,111
מרוץ שפיר ה-6,13/05/2016,"2 ק""מ ריצה תחרותית",2K,17867,6092,127
מרוץ משמר הנגב ה-4,07/05/2016,"ריצה 1.5 ק""מ",,17820,6080,70
"מרוץ הרצליה 2016 ע""ש יוסי אבני",07/05/2016,"10 ק""מ ריצה תחרותית",10K,17803,6078,1614
"מרוץ הרצליה 2016 ע""ש יוסי אבני",07/05/2016,"5 ק""מ ריצה תחרותית",5K,17804,6078,390
"מרוץ הרצליה 2016 ע""ש יוסי אבני",07/05/2016,"2 ק""מ ריצה תחרותית",2K,17805,6078,554
מרוץ משמר הנגב ה-4,07/05/2016,"ריצה 10 ק""מ",10K,17817,6080,50
מרוץ משמר הנגב ה-4,07/05/2016,"ריצה 5 ק""מ",5K,17818,6080,28
מרוץ משמר הנגב ה-4,07/05/2016,"הליכה 2.5 ק""מ",,17821,6080,4
מרוץ משמר הנגב ה-4,07/05/2016,"ריצה 2.5 ק""מ",,17819,6080,56
מרוץ מהמדבר לים,06/05/2016,50K אולטרה  מרתון,,17802,6077,228
מרוץ דליה 2016,30/04/2016,1200 מטר ריצה תחרותית,,17773,6071,53
מרוץ דליה 2016,30/04/2016,1000 מטר ריצה תחרותית,,17774,6071,36
מרוץ דליה 2016,30/04/2016,"10 ק""מ ריצה תחרותית",10K,17797,6071,75
מרוץ דליה 2016,30/04/2016,"5 ק""מ ריצה תחרותית",5K,17798,6071,115
מרוץ מרום הגליל ה-4,28/04/2016,"5 ק""מ ריצה תחרותית",5K,17772,6070,80
מרוץ מרום הגליל ה-4,28/04/2016,"10 ק""מ ריצה תחרותית",10K,17771,6070,155
מרוץ בנימינה וגבעת עדה 2016,25/04/2016,"15 ק""מ ריצה",15K,17750,6066,90
מרוץ בנימינה וגבעת עדה 2016,25/04/2016,"10 ק""מ ריצה",10K,17751,6066,216
מרוץ בנימינה וגבעת עדה 2016,25/04/2016,"4 ק""מ ריצה",,17752,6066,162
מרוץ בנימינה וגבעת עדה 2016,25/04/2016,"1 ק""מ ריצה",,17753,6066,126
מרוץ עיינות 2016,16/04/2016,"1.2 ק""מ ילדים",2K,17723,6050,169
מרוץ עיינות 2016,16/04/2016,"10 ק""מ",10K,17721,6050,156
מרוץ עיינות 2016,16/04/2016,"4 ק""מ",,17722,6050,206
מרוץ מזכרת בתיה 2016,15/04/2016,2k,2K,17724,6051,43
מרוץ מזכרת בתיה 2016,15/04/2016,5k,5K,17725,6051,98
מרוץ מזכרת בתיה 2016,15/04/2016,10k,10K,17726,6051,209
מרוץ שהם,15/04/2016,2500 מטר,,17727,6052,32
מרוץ שהם,15/04/2016,5 קילומטר,5K,17728,6052,163
מרוץ שהם,15/04/2016,10 קילומטר,10K,17729,6052,162
מרוץ בשבילי עמק המעיינות‎,14/04/2016,"10 ק""מ",10K,17708,6047,42
מרוץ בשבילי עמק המעיינות‎,14/04/2016,משולב 20+10,,17709,6047,6
מרוץ בשבילי עמק המעיינות‎,14/04/2016,משולב 10+10,,17710,6047,19
מרוץ שדמות דבורה 2016,14/04/2016,"10 ק""מ",10K,17712,6048,98
מרוץ בשבילי עמק המעיינות‎,14/04/2016,"60 ק""מ",,17705,6047,29
מרוץ בשבילי עמק המעיינות‎,14/04/2016,"30 ק""מ",,17706,6047,21
מרוץ בשבילי עמק המעיינות‎,14/04/2016,"20 ק""מ",,17707,6047,25
מרוץ הנשים של תל-אביב 2016,13/04/2016,"נשים 12 ק""מ",,17701,6045,1164
מרוץ הנשים של תל-אביב 2016,13/04/2016,"נשים 8 ק""מ",,17702,6045,1748
מרוץ הנשים של תל-אביב 2016,13/04/2016,"נשים 4 ק""מ",,17703,6045,1546
"מרוץ רשפון ע""ש ארז גבאי",09/04/2016,"5 ק""מ ריצה תחרותית",5K,17568,6020,186
"מרוץ רשפון ע""ש ארז גבאי",09/04/2016,"2 ק""מ ריצה תחרותית",2K,17569,6020,236
מרוץ צהלה ה-9,09/04/2016,2.5 קילומטר,,17570,6021,325
מרוץ צהלה ה-9,09/04/2016,5 קילומטר,5K,17571,6021,268
מרוץ צהלה ה-9,09/04/2016,10 קילומטר,10K,17572,6021,210
"מרוץ רשפון ע""ש ארז גבאי",09/04/2016,"10 ק""מ ריצה תחרותית",10K,17567,6020,171
מרוץ עדנים 2016,08/04/2016,"10 ק""מ ריצה",10K,17562,6018,79
מרוץ המושבה ה-1,08/04/2016,"2 ק""מ - כיתות ט-י",2K,17577,6022,14
מרוץ המושבה ה-1,08/04/2016,"2 ק""מ",2K,17574,6022,14
מרוץ השומרון ה-5,08/04/2016,"10 ק""מ ריצה תחרותית",10K,17555,6016,102
אליפות אפרת גוש עציון 2016,08/04/2016,חצי מרתון,חצי מרתון,17549,6015,66
מרוץ לוד ה-3,08/04/2016,5 קילומטר מג”ב,5K,17559,6017,308
מרוץ השומרון ה-5,08/04/2016,"5 ק""מ ריצה תחרותית",5K,17556,6016,142
אליפות אפרת גוש עציון 2016,08/04/2016,אקוותלון מקצה 1,,17550,6015,12
מרוץ עדנים 2016,08/04/2016,"5 ק""מ ריצה",5K,17563,6018,123
מרוץ לוד ה-3,08/04/2016,2 קילומטר,2K,17557,6017,85
אליפות אפרת גוש עציון 2016,08/04/2016,"10 ק""מ",10K,17551,6015,221
מרוץ עדנים 2016,08/04/2016,"25 ק""מ רכיבה",5K,17564,6018,40
מרוץ לוד ה-3,08/04/2016,5 קילומטר,5K,17558,6017,274
אליפות אפרת גוש עציון 2016,08/04/2016,"5 ק""מ",5K,17552,6015,452
מרוץ דרום השרון,08/04/2016,5k,5K,17565,6019,62
מרוץ חופים סולגאר נתניה 2016,08/04/2016,"15 ק""מ",15K,17546,6014,598
מרוץ לוד ה-3,08/04/2016,10 קילומטר,10K,17560,6017,303
מרוץ המושבה ה-1,08/04/2016,"5 ק""מ",5K,17575,6022,109
אליפות אפרת גוש עציון 2016,08/04/2016,אקוותלון מקצה 2,,17553,6015,12
מרוץ דרום השרון,08/04/2016,10K,10K,17566,6019,113
מרוץ חופים סולגאר נתניה 2016,08/04/2016,"10 ק""מ",10K,17547,6014,641
מרוץ עדנים 2016,08/04/2016,חצי מרתון,חצי מרתון,17561,6018,42
מרוץ המושבה ה-1,08/04/2016,"2 ק""מ - כיתות יא-יב",2K,17576,6022,94
מרוץ המושבה ה-1,08/04/2016,"10 ק""מ",,17573,6022,47
אליפות אפרת גוש עציון 2016,08/04/2016,אקוותלון מקצה 3,,17554,6015,7
מרוץ חופים סולגאר נתניה 2016,08/04/2016,"5 ק""מ",5K,17548,6014,378
מרוץ הטכניון ה-2,06/04/2016,"5 ק""מ ריצה תחרותית",5K,17544,6012,959
מרוץ האביב רמת השרון 2016,02/04/2016,"2 ק""מ ילדים",2K,17465,5997,286
מרוץ AIS בית הספר האמריקאי,02/04/2016,Runner,,17466,5998,212
מרוץ AIS בית הספר האמריקאי,02/04/2016,Walker,,17467,5998,42
מרוץ האביב רמת השרון 2016,02/04/2016,חצי מרתון,חצי מרתון,17462,5997,319
מרוץ האביב רמת השרון 2016,02/04/2016,"10 ק""מ",10K,17463,5997,572
מרוץ האביב רמת השרון 2016,02/04/2016,"5 ק""מ",5K,17464,5997,166
מרוץ ראש העין 2016,01/04/2016,"10 ק""מ ריצה תחרותית",10K,17443,5991,225
לרוץ ברוח טובה,01/04/2016,"ריצה 10 ק""מ",10K,17459,5996,291
מרוץ ראש העין 2016,01/04/2016,"5 ק""מ ריצה תחרותית",5K,17444,5991,196
לרוץ ברוח טובה,01/04/2016,"ריצה 3.5 ק""מ",5K,17460,5996,279
מרוץ ראש העין 2016,01/04/2016,"2 ק""מ ריצה תחרותית",2K,17445,5991,189
לרוץ ברוח טובה,01/04/2016,"ריצה 6 ק""מ",,17461,5996,9
מרוץ נווה עמיאל,01/04/2016,ריצה 10 קמ,10K,17448,5993,55
מרוץ נווה עמיאל,01/04/2016,"ריצה 5 ק""מ",5K,17449,5993,62
מרוץ הבינתחומי ה-3,31/03/2016,"5 ק""מ ריצה תחרותית - 5km friendly run",5K,17446,5992,397
מרוץ הבינתחומי ה-3,31/03/2016,"2.2 ק""מ ריצה תחרותית - 2.2km friendly run",,17447,5992,46
Jerusalem Marathon 2016,18/03/2016,5KM,5K,17244,5955,2625
Jerusalem Marathon 2016,18/03/2016,10KM,10K,17246,5955,7346
Jerusalem Marathon 2016,18/03/2016,42.2KM,,17245,5955,1246
Jerusalem Marathon 2016,18/03/2016,HandBike,,17247,5955,14
Jerusalem Marathon 2016,18/03/2016,21.1KM,,17243,5955,4044
אליפות החורף 2016,16/03/2016,"5 ק""מ נשים",5K,17248,5956,20
אליפות החורף 2016,16/03/2016,"5 ק""מ גברים",5K,17249,5956,27
מרוץ אבן יהודה ה-8,12/03/2016,"1.6 ק""מ ריצה תחרותית",,17221,5946,994
מרוץ כפר סבא,12/03/2016,"ריצה 10 ק""מ",10K,17217,5945,1055
מרוץ כפר סבא,12/03/2016,אופני יד,,17218,5945,13
מרוץ אבן יהודה ה-8,12/03/2016,"10 ק""מ ריצה תחרותית",10K,17219,5946,97
מרוץ אבן יהודה ה-8,12/03/2016,"5 ק""מ ריצה תחרותית",5K,17220,5946,215
מרוץ אור יהודה 2016,11/03/2016,"10 ק""מ ריצה תחרותית",10K,17209,5943,386
מרוץ אור יהודה 2016,11/03/2016,"5 ק""מ ריצה תחרותית",5K,17210,5943,122
מרוץ רעננה ה 27,11/03/2016,"ריצה 10 ק""מ",10K,17205,5941,1110
מרוץ דימונה טבע טק ה-3,11/03/2016,2k,2K,17224,5948,323
מרוץ רעננה ה 27,11/03/2016,אופני יד,,17206,5941,39
מרוץ דימונה טבע טק ה-3,11/03/2016,5k,5K,17225,5948,63
מרוץ הגליל העליון ה-2,11/03/2016,"15 ק""מ",15K,17207,5942,242
מרוץ דימונה טבע טק ה-3,11/03/2016,10k,10K,17226,5948,84
מרוץ הגליל העליון ה-2,11/03/2016,"5 ק""מ",5K,17208,5942,240
Challenge 24,10/03/2016,יחידים,,17222,5947,9
Challenge 24,10/03/2016,יחידות,,17223,5947,2
רצים לדרום הפורח,05/03/2016,5 Male,,17232,5951,34
רצים לדרום הפורח,05/03/2016,14.3 Female,,17237,5951,41
רצים לדרום הפורח,05/03/2016,21.5 Female,,17238,5951,6
רצים לדרום הפורח,05/03/2016,14.3 Male,,17239,5951,36
רצים לדרום הפורח,05/03/2016,21.5 Male,,17240,5951,24
רצים לדרום הפורח,05/03/2016,5 Female,5000,17229,5951,52
מרוץ סביון 2016,04/03/2016,"2 ק""מ תחרותי",2K,17138,5928,168
"מרוץ הכפר ה-3 במושב רינתיה, נופך ומזור",04/03/2016,"10 ק""מ ריצה תחרותית",10K,17139,5929,129
"מרוץ הכפר ה-3 במושב רינתיה, נופך ומזור",04/03/2016,"5 ק""מ ריצה תחרותית",5K,17140,5929,104
מרוץ סביון 2016,04/03/2016,"10 ק""מ תחרותי",10K,17136,5928,509
מרוץ סביון 2016,04/03/2016,"5 ק""מ תחרותי",5K,17137,5928,457
מרתון סמסונג תל-אביב 2016,26/02/2016,אופני יד,,17088,5911,55
מרתון סמסונג תל-אביב 2016,26/02/2016,חצי מרתון,חצי מרתון,17089,5911,6947
מרתון סמסונג תל-אביב 2016,26/02/2016,"10 ק""מ",10K,17090,5911,11852
מרתון סמסונג תל-אביב 2016,26/02/2016,"5 ק""מ",5K,17091,5911,16
מרתון סמסונג תל-אביב 2016,26/02/2016,מרתון,מרתון,17087,5911,1620
אליפות ישראל במרוצי שדה 2016,19/02/2016,"בוגרים ארוך,  10,450מ",,17073,5908,56
אליפות ישראל במרוצי שדה 2016,19/02/2016,ילדות 12-13,,17080,5908,125
אליפות ישראל במרוצי שדה 2016,19/02/2016,"נוער עד 19  8,440מ",,17074,5908,21
אליפות ישראל במרוצי שדה 2016,19/02/2016,ילדים  12-13,,17081,5908,153
אליפות ישראל במרוצי שדה 2016,19/02/2016,"בוגרות + נערות 19  5,100מ",,17075,5908,23
אליפות ישראל במרוצי שדה 2016,19/02/2016,ילדות עד 11,,17082,5908,74
אליפות ישראל במרוצי שדה 2016,19/02/2016,"קדטים 17 3,900מ",,17076,5908,65
אליפות ישראל במרוצי שדה 2016,19/02/2016,ילדים עד 11,,17083,5908,68
אליפות ישראל במרוצי שדה 2016,19/02/2016,"קדטיות 17  2,400מ",,17077,5908,30
מרוץ בית שמש 2016,19/02/2016,"5 ק""מ ריצה תחרותית",5K,17084,5909,733
אליפות ישראל במרוצי שדה 2016,19/02/2016,"ילדות 14-15  1,900מ",,17078,5908,107
אליפות ישראל במרוצי שדה 2016,19/02/2016,"ילדים 14-15 2,500מ",,17079,5908,117
מרוץ נס ציונה,13/02/2016,"5 ק""מ",,16990,5884,386
ליגת השטח - מיני ישראל,13/02/2016,מיני ספרינט,,17024,5886,18
מרוץ נס ציונה,13/02/2016,"2 ק""מ",2K,16991,5884,475
ליגת השטח - מיני ישראל,13/02/2016,ספרינט נוער,,17025,5886,5
ליגת השטח - מיני ישראל,13/02/2016,זוגות,,17019,5886,4
ליגת השטח - מיני ישראל,13/02/2016,דואתלון קצר בוגרים,,17026,5886,22
ליגת השטח - מיני ישראל,13/02/2016,דואתלון Green,,17020,5886,4
ליגת השטח - מיני ישראל,13/02/2016,דואתלון ארוך בוגרים,,17027,5886,18
ליגת השטח - מיני ישראל,13/02/2016,דואתלון עד גיל 9,,17021,5886,5
ליגת השטח - מיני ישראל,13/02/2016,ריצה 5 קמ,5K,17028,5886,3
ליגת השטח - מיני ישראל,13/02/2016,דואתלון 10-11,10K,17022,5886,13
מרוץ נס ציונה,13/02/2016,"10 ק""מ",10K,16989,5884,523
ליגת השטח - מיני ישראל,13/02/2016,אופניים,,17029,5886,3
ליגת השטח - מיני ישראל,13/02/2016,דואתלון 12-13,,17023,5886,19
מירוץ הכלניות ה-3,12/02/2016,2k (מוארך),,16986,5883,133
מירוץ הכלניות ה-3,12/02/2016,5k (מקוצר),,16987,5883,214
מירוץ הכלניות ה-3,12/02/2016,10k (מקוצר),,16988,5883,351
מרוץ עין גדי 2016,06/02/2016,10W,10K,16983,5880,45
מרוץ עין גדי 2016,06/02/2016,10K,10K,16979,5880,280
מרוץ עין גדי 2016,06/02/2016,חצי מרתון,חצי מרתון,16980,5880,192
מרוץ עין גדי 2016,06/02/2016,30K,,16981,5880,107
מרוץ עין גדי 2016,06/02/2016,2K,2K,16982,5880,98
"מרוץ ירוחם ה-3 ""בין מכתש לאגם""",05/02/2016,"10 ק""מ ריצה תחרותית",10K,16984,5881,236
"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",05/02/2016,"15 ק""מ",15K,16973,5878,409
"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",05/02/2016,"5 ק""מ",5K,16974,5878,304
מסכמת תל אביב,04/02/2016,18 קילומטר,,16977,5879,225
מסכמת תל אביב,04/02/2016,36 קילומטר,,16978,5879,137
מסכמת תל אביב,04/02/2016,5 קילומטר,5K,16975,5879,90
מסכמת תל אביב,04/02/2016,10 קילומטר,10K,16976,5879,210
"מרוץ הערבה ע""ש יוני פרידמן",30/01/2016,חצי מרתון,חצי מרתון,16810,5840,79
"מרוץ הערבה ע""ש יוני פרידמן",30/01/2016,10קמ,10K,16811,5840,163
"מרוץ הערבה ע""ש יוני פרידמן",30/01/2016,5קמ,5K,16812,5840,152
מרוץ עיר האבות ה-8,29/01/2016,"10 ק""מ ריצה תחרותית",10K,16804,5838,50
מרוץ עיר האבות ה-8,29/01/2016,"5 ק""מ ריצה תחרותית",5K,16805,5838,49
מרוץ עיר האבות ה-8,29/01/2016,"2 ק""מ ריצה תחרותית",2K,16806,5838,31
מרוץ עומר ה-35,23/01/2016,"10 ק""מ",10K,16758,5832,143
מרוץ עומר ה-35,23/01/2016,"5 ק""מ",5K,16759,5832,184
מרוץ עומר ה-35,23/01/2016,"2 ק""מ",2K,16760,5832,212
"מרוץ הבית בפארק הירקון ע""ש עומר מנוס- 22.1.2016",22/01/2016,"10 ק""מ ריצה תחרותית",10K,16757,5831,506
"מרוץ הבית בפארק הירקון ע""ש עומר מנוס- 22.1.2016",22/01/2016,"21.1 ק""מ ריצה תחרותית",חצי מרתון,16756,5831,344
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 4 ט בנות,,16764,5833,72
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 5 ז-ח בנים,,16765,5833,49
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 6 בנים י-יב,,16766,5833,79
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 1 ז-ח בנות,,16761,5833,93
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 2 בנים ט,,16762,5833,84
גמר אליפות בתי הספר בעמק המעיינות,19/01/2016,מקצה 3 י-יב בנות,,16763,5833,96
מרתון טבריה Winner 2016,08/01/2016,Marathon,מרתון,16751,5828,2000
מרתון טבריה Winner 2016,08/01/2016,10km,10K,16752,5828,1025
Ultimate Challenge,25/12/2015,131K,,16747,5825,15
מרוץ התחתונים ה-5,25/12/2015,5.24 קילומטר,,16741,5823,408
Ultimate Challenge,25/12/2015,69K,,16748,5825,22
מרוץ התחתונים ה-5,25/12/2015,10.24 קילומטר,,16742,5823,139
Veolia desert challenge 2015,25/12/2015,"מרתון זוגות 48 ק""מ",,16749,5826,296
Moon Run,25/12/2015,34K,,16743,5824,44
Moon Run,25/12/2015,21K,חצי מרתון,16744,5824,90
Moon Run,25/12/2015,11.15K,,16745,5824,100
מרוץ הוד השרון ה-7,25/12/2015,"10 ק""מ ריצה תחרותית",10K,16739,5822,671
Moon Run,25/12/2015,"5.8 ק""מ",,16746,5824,82
