Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.745881893,-21,חצימרתוןהשרון,21097,0.40838636,-77,21571,0.845728803,0.268594676,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.589296178,-21,חצימרתוןהשרון,21097,0.532387013,-77,19492,0.713686885,0.152845289,Failure
JerusalemMarathon,חצימרתוןעמקהמעיינות,21097,0.271630472,-98,מרוץאייל,15000,0.208183776,-20,13411,0.333130411,0.093223287,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.261149814,-21,מרתוןטבריהWinner,42195,0.304617414,-49,13029,0.303207367,0.020323753,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.391952601,-21,מרתוןטבריהWinner,42195,0.357915567,-49,17200,0.568116862,0.193182778,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.524317989,-21,מרתוןטבריהWinner,42195,0.401385224,-49,14985,0.427437282,-0.035414325,Success
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.706035549,-21,מרתוןטבריהWinner,42195,0.767875989,-49,20239,0.761130518,0.024174748,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.23635528,-84,מרוץחיפה,21097,0.229835914,-28,13403,0.325086269,0.091990672,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.22727795,-84,מרוץאייל,15000,0.202727925,-20,12445,0.262712416,0.047709478,Failure
JerusalemMarathon,מרוץכפר-סבא,10000,0.044871795,-6,מרתוןסמסונגתל-אביב,42195,0.094081646,-15,10067,0.115084154,0.045607433,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.239576376,-14,DesertMarathon,42195,0.569904824,-98,13294,0.32521645,-0.07952415,Success
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,42195,0.532866533,-47,מרוץהלילהשלתל-אביב,10000,0.146263612,-68,13440,0.32749528,-0.012069793,Success
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.268485284,-104,מרוץהלילהשלתל-אביב,10000,0.206721742,-11,14216,0.378019402,0.140415889,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,10000,0.169562612,-91,מרוץאייל,15000,0.275376884,-13,14486,0.395598672,0.173128923,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.456624153,-84,מרוץהלילהשלתל-אביב,10000,0.330454375,-31,19149,0.699199167,0.305659903,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.570148225,-84,מרוץאייל,15000,0.460301508,-20,17484,0.590793671,0.075568805,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.392396802,-91,מרוץהלילהשלתל-אביב,10000,0.256853173,-24,15203,0.442281399,0.117656411,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.312191198,-84,מרוץאייל,15000,0.275664034,-20,13961,0.361416759,0.067489142,Failure
JerusalemMarathon,מרוץכפר-סבא,10000,0.564577398,-6,מרוץהתחתוניםה-6,10000,0.458754983,-71,17891,0.612003811,0.10033762,Failure
InternationalTiberiasWinnerMarathon,מרוץאייל,15000,0.231012204,-57,מרוץהלילהשלתל-אביב,10000,0.224183252,-11,12611,0.306944841,0.079347113,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.373470387,-91,מרוץהלילהשלתל-אביב,10000,0.372136688,-24,16298,0.513575103,0.140771565,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.213374698,-84,מרוץחיפה,21097,0.239080194,-28,14517,0.397617032,0.171389586,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.460990463,-84,מרוץאייל,15000,0.473079684,-20,17362,0.582850446,0.115815372,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.300963348,-98,מרוץהלילהשלתל-אביב,10000,0.368381525,-17,16403,0.520411485,0.185739049,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.514190509,-84,מרוץהלילהשלתל-אביב,10000,0.348291401,-31,18314,0.644833648,0.213592693,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.39098721,-47,מרוץהלילהשלתל-אביב,10000,0.416072099,-68,17747,0.607917182,0.204387527,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.337829736,-47,מרוץהלילהשלתל-אביב,10000,0.24389786,-68,15510,0.462269679,0.171405881,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,42195,0.69527404,-98,מרוץהלילהשלתל-אביב,10000,0.092564777,-17,13172,0.310046227,-0.083873181,Success
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.314148681,-47,מרוץהלילהשלתל-אביב,10000,0.225685317,-68,16157,0.504394817,0.234477818,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.294955762,-84,מרוץהלילהשלתל-אביב,10000,0.227187383,-31,14332,0.385571977,0.124500405,Failure
מרתוןסמסונגתל-אביב,מרוץחיפה,21097,0.3168477,-112,חצימרתוןגלילמערבי,21097,0.373903893,-7,15874,0.485969139,0.140593342,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,10000,0.192748092,-98,חצימרתוןגלילמערבי,10000,0.241515651,-21,14652,0.406406667,0.189274796,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.43755027,-37,מרוץחיפה,21097,0.37855327,-28,18153,0.702915119,0.294863349,Failure
InternationalTiberiasWinnerMarathon,מרוץאייל,15000,0.169274946,-57,חצימרתוןגלילמערבי,21097,0.137320239,-15,12289,0.283938268,0.130640676,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.4940825,-84,מרוץגיא,10000,0.441523922,-34,18100,0.630900449,0.163097238,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.284844307,-84,מרוץחיפה,21097,0.285994916,-28,14400,0.389999349,0.104579738,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.300241296,-84,מרוץחיפה,21097,0.243933441,-28,13864,0.355101244,0.083013875,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.309512155,-91,מרוץחיפה,21097,0.368731223,-21,14033,0.366104564,0.026982875,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.335401586,-84,מרוץחיפה,21097,0.377166628,-28,16275,0.512077609,0.155793502,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.319301681,-91,מרוץאייל,15000,0.315290739,-13,15654,0.471645289,0.154349079,Failure
מרתוןסמסונגתל-אביב,מרוץהערבהעשיוניפרידמן,21097,0.559042264,-59,חצימרתוןעמקהמעיינות,21097,0.424796047,-25,16029,0.496060941,0.004141786,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.444904056,-84,מרוץאייל,15000,0.377889447,-20,16691,0.539162706,0.127765954,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.63162128,-37,מרוץאייל,15000,0.530366116,-20,15001,0.477707917,-0.103285782,Success
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.284614501,-84,מרוץאייל,15000,0.235463029,-20,15204,0.442346507,0.182307742,Failure
מרתוןסמסונגתל-אביב,מרוץהערבהעשיוניפרידמן,21097,0.483040087,-59,חצימרתוןעמקהמעיינות,21097,0.377570953,-25,15616,0.46917117,0.03886565,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.253792577,-14,DesertMarathon,21097,0.388550548,-98,16096,0.514745671,0.193574108,Failure
מרתוןסמסונגתל-אביב,מרוץהערבהעשיוניפרידמן,21097,0.289497551,-59,חצימרתוןהשרון,21097,0.294664709,-32,13602,0.338042841,0.045961711,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.587082492,-14,חצימרתוןהשרון,21097,0.389459945,-91,17316,0.597267316,0.108996098,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.385702194,-14,חצימרתוןעמקהמעיינות,21097,0.297828335,-84,16331,0.530641234,0.188875969,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.487010873,-14,חצימרתוןעמקהמעיינות,21097,0.297138918,-84,15015,0.441626082,0.049551187,Failure
